,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
CD4 T cells memory_tumorfront_GranzymeB,604.5,0.03514343176195711,0.5588623289116585,0.8261926315659935,0.8997071978418107
CD4 T cells memory_tumorfront_Ki67,605.0,0.012458367653902028,0.2980770159093229,0.8303076852362306,0.8080692644198788
CD4 T cells memory_tumorfront_CD44,718.5,-0.09687176839620587,0.12857236956472753,0.27731136349485974,0.684545263302947
CD4 T cells memory_tumorfront_pERK,539.0,0.025732689647517987,0.2550258372974297,0.32873391640081395,0.7784641136837452
CD4 T cells memory_tumorfront_pMAPKAPK2,608.5,0.0051962283964790135,0.8687182580599833,0.862369764661438,0.9792021464089297
CD4 T cells memory_tumorfront_pS6,504.5,0.14772304972031858,0.13432551561180467,0.16903549943517526,0.684545263302947
CD4 T cells regulatory_stromal_pp38,659.5,-0.00595110029384073,0.5633315147415803,0.6847223898723862,0.8997071978418107
CD4 T cells regulatory_stromal_pSTAT1,718.5,-0.006948887241333562,0.27749657819377854,0.27341546850120724,0.8001504593712753
CD4 T cells regulatory_stromal_pSTAT3,711.5,-0.009013487868103614,0.25578106592465916,0.3073976430526465,0.7784641136837452
CD4 T cells regulatory_stromal_CD36,675.0,-0.016936245315440343,0.43691188453733054,0.5587694997414016,0.8668239156911446
CD4 T cells regulatory_stromal_E-Cadherin,549.0,0.0035146770807496647,0.7899311148850292,0.38839414115367876,0.9786757175566734
CD4 T cells regulatory_stromal_VEGF,548.0,0.0020389938843497074,0.9016070012108381,0.38205787129345126,0.9792021464089297
CD4 T cells regulatory_stromal_pCREB,538.0,0.009361433282572329,0.9188172695381356,0.32222927662833745,0.9801680554700639
CD4 T cells regulatory_stromal_pNFkB,567.0,-0.011110122072450393,0.665019364451318,0.5125128061734274,0.9157643707198478
CD4 T cells regulatory_stromal_GranzymeB,604.0,-0.056161674584321974,0.46612412117726887,0.8212875787366456,0.8668239156911446
CD4 T cells regulatory_stromal_Ki67,643.0,-0.013796937656279026,0.3953630748390149,0.8278082422899901,0.8668239156911446
CD4 T cells regulatory_stromal_CD44,821.0,-0.09497078648988305,0.03485453339707361,0.022905700590247578,0.5598383109751122
CD4 T cells regulatory_stromal_pERK,536.0,0.0060750121927401896,0.7380102575577958,0.31045290135362025,0.9479030831017561
CD4 T cells regulatory_stromal_pMAPKAPK2,633.0,-0.017439468174264783,0.6044491070996132,0.9215634329861955,0.9116965091113983
CD4 T cells regulatory_stromal_pS6,403.0,0.23506060637553794,0.034802888201624145,0.010684032076060812,0.5598383109751122
CD4 T cells regulatory_tumorfront_pp38,684.0,-0.022629771103513593,0.21069539719499664,0.48199745858007725,0.7138558557387019
CD4 T cells regulatory_tumorfront_pSTAT1,714.0,-0.012313469117143292,0.14152269466702422,0.28885820719643174,0.684545263302947
CD4 T cells regulatory_tumorfront_pSTAT3,676.5,-0.01045088191683105,0.23747589168549219,0.5351094243135649,0.7556051099083843
CD4 T cells regulatory_tumorfront_CD36,677.0,-0.03765237441690722,0.25093616241132705,0.5387585406643247,0.7784641136837452
CD4 T cells regulatory_tumorfront_E-Cadherin,734.0,-0.04780825562472333,0.045577062770951034,0.19793556151821023,0.5981989488687323
CD4 T cells regulatory_tumorfront_VEGF,572.0,0.003714665352370264,0.8539088370901021,0.5448399445908062,0.9792021464089297
CD4 T cells regulatory_tumorfront_pCREB,610.0,-0.0348887045433226,0.7323059497004213,0.8744067596148952,0.9434616529882728
CD4 T cells regulatory_tumorfront_pNFkB,652.5,-0.031161367563438597,0.3596178575912765,0.7425418965638257,0.8485365179120008
CD4 T cells regulatory_tumorfront_GranzymeB,608.0,0.07406668536771233,0.4668640649247444,0.8559905806286978,0.8668239156911446
CD4 T cells regulatory_tumorfront_Ki67,583.0,0.009169144875933316,0.40630516022299124,0.6249869059327761,0.8668239156911446
CD4 T cells regulatory_tumorfront_CD44,733.0,-0.10148360992605021,0.06166084594102596,0.20305523267876535,0.684545263302947
CD4 T cells regulatory_tumorfront_pERK,632.5,-0.01771582661224093,0.4872468003006625,0.9252251161040697,0.8668239156911446
CD4 T cells regulatory_tumorfront_pMAPKAPK2,654.0,-0.03197681451054862,0.4831443714664223,0.7297951621139509,0.8668239156911446
CD4 T cells regulatory_tumorfront_pS6,528.0,0.14568983830565263,0.3127394352301454,0.2635016849738113,0.8243845933565215
B cells_stromal_pp38,532.0,0.003981897166720476,0.6591678306528075,0.2901725585016375,0.9157643707198478
B cells_stromal_pSTAT1,680.5,-0.003665643266160916,0.47618183011128057,0.5167569199224822,0.8668239156911446
B cells_stromal_pSTAT3,553.5,0.002983801479294834,0.6872750081812518,0.4179022859891526,0.9288215702835164
B cells_stromal_CD36,576.0,0.0032626792285354866,0.8625036344897234,0.5829483478736157,0.9792021464089297
B cells_stromal_E-Cadherin,523.5,0.01058965977713601,0.4445238202457521,0.24769165003181204,0.8668239156911446
B cells_stromal_VEGF,477.0,0.01861839058583596,0.3657398358244681,0.09030583834440722,0.8546134016167313
B cells_stromal_pCREB,475.0,0.10841713038092304,0.28005266077994634,0.0860509102285497,0.8001504593712753
B cells_stromal_pNFkB,505.0,0.02337358635556254,0.3020639869379071,0.17066833487697153,0.8080692644198788
B cells_stromal_GranzymeB,518.0,0.07831973080157906,0.16335773267753426,0.2226382772136628,0.685848572277046
B cells_stromal_Ki67,564.5,0.0033089697378913298,0.6530260193062914,0.4923704850192573,0.9157643707198478
B cells_stromal_CD44,724.0,-0.16857448561737157,0.05360556202773841,0.25006775426643535,0.6666363580984729
B cells_stromal_pERK,528.0,0.00386417531768575,0.807861952986482,0.26961645846322624,0.9792021464089297
B cells_stromal_pMAPKAPK2,540.0,0.021193556546220932,0.5104663537850056,0.33442938213108486,0.871527921096351
B cells_stromal_pS6,420.0,0.2291136419631069,0.023278669097660448,0.018653303126898155,0.5598383109751122
B cells_tumorfront_pp38,671.0,-0.007536944114279048,0.540670647719312,0.577768890418231,0.8997071978418107
B cells_tumorfront_pSTAT1,603.0,0.004555731601360743,0.5751391894932414,0.8037131120015015,0.8997071978418107
B cells_tumorfront_pSTAT3,694.0,-0.006288133580853714,0.4615720778051575,0.3919789317466197,0.8668239156911446
